Date,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
22/01/2015,30.49190597,29.77020594,28.69651728,28.34617243,29.15057732,31.43771804,38.80992739,51.45231564,53.86432225,52.19727101,51.49244438,52.17799476,50.19266074,50.08073798,49.57904475,49.3181639,49.47272121,57.04904261,62.72643046,55.58614964,48.51179724,43.36615263,41.0020489,33.90560602
23/01/2015,31.03326528,30.29381538,29.59594294,29.15925984,30.29251292,31.61857736,39.57814652,52.26491198,54.69187809,53.78568962,53.03302329,52.2296942,50.29842411,47.3531363,45.62953175,45.34629936,47.40765957,55.12388681,58.39319888,51.70981238,45.47938556,39.19652871,37.4656627,31.89797561
24/01/2015,29.44773387,27.12584832,24.46407368,23.15455508,22.92220473,21.17090543,16.90980662,20.13837546,25.02632663,31.69237739,34.63594846,36.35472953,36.32986879,33.13354559,31.41828065,31.1619502,33.30536855,39.06448648,42.24881506,36.23832594,28.54975612,22.90068301,24.85753736,23.09547466
25/01/2015,20.66835383,16.44728161,13.79174415,12.92682427,15.01749445,13.34198579,7.844523978,12.31029501,17.16445085,25.4258778,29.59150401,32.96980552,33.06070969,30.47534504,28.56127095,28.67509998,30.15756148,36.20547926,42.44615632,41.57956696,37.70988011,34.0333712,34.32303928,28.66718864
26/01/2015,29.06210195,26.48883854,24.57434915,23.27382208,24.29066114,25.28255333,35.31114488,47.34345453,49.93324675,48.65036724,45.91510933,44.90416949,43.79309282,42.21371434,40.24611735,39.33036625,38.64805814,42.32259183,45.70031202,43.22782389,36.51160132,31.74456973,26.34759292,21.27757972
27/01/2015,19.82816709,18.38504418,15.83437139,15.69328421,17.29317209,21.17713617,29.28858404,40.95759745,40.7156002,38.78246108,37.36413353,38.47712662,37.65510219,37.48083031,37.92479498,39.95186347,42.17182174,49.23034014,54.97846605,50.66261583,44.06888723,38.66176731,35.20093991,30.00672604
28/01/2015,27.89767044,25.80206574,23.33935337,22.40738213,23.5449164,25.13797665,33.16012983,44.05856092,46.27338817,42.36056086,38.16495873,35.70468023,31.95182442,29.1535703,26.82477776,25.87191218,26.88764898,31.30277536,32.19852867,28.26445306,23.93021348,19.50600887,14.92310576,6.842383252
29/01/2015,13.85378368,12.02111882,10.76775017,12.5596176,14.72349641,17.89450359,26.94752886,35.65784997,35.70890652,30.56651457,27.27916016,26.6757451,25.72923947,28.75792702,30.62391137,33.13139934,35.06543808,41.91337698,44.75418437,42.7438266,37.58249734,32.44595883,30.49547698,25.85468487
30/01/2015,25.63318619,24.85117651,24.15203673,23.69840826,24.837265,27.01678492,35.27644848,45.74123199,47.6944339,47.55051036,47.38543959,47.66261794,46.12100241,43.36082847,42.15401697,42.24375339,42.34934437,47.47393241,50.41262775,47.00054802,40.23109788,35.03563925,34.90172923,30.96971636
31/01/2015,25.06420864,24.22859466,22.80333004,22.77904365,22.58464818,21.09340925,16.37049983,14.23627587,18.33669741,26.94577425,28.21865667,30.51108238,30.69316239,29.6486797,30.20113073,31.55889493,32.96642297,38.80235426,41.25170557,34.59369438,26.17295756,22.11785903,26.23727224,24.10607943
01/02/2015,25.53962832,22.9348951,22.40428801,21.52090634,21.70381266,20.57049483,18.47662707,23.17921955,26.31961245,31.16001161,32.7453009,35.11464208,33.43849769,29.52611107,26.33785362,24.77446163,25.38439255,31.49910997,36.40283442,32.37291699,25.79994368,20.93779375,23.65008547,17.94184154
02/02/2015,24.24386896,22.42570463,21.11818239,20.25427355,21.97907188,24.59203489,35.66957682,45.78513216,47.84783021,46.51654988,44.90585445,43.82703321,42.36176575,42.82703522,42.87983881,44.45046632,45.88963205,51.53821863,55.86555588,52.01089529,43.58063213,37.39578797,34.18783123,29.92699022
03/02/2015,31.5640645,31.39413377,30.54846395,29.81708611,31.17063571,33.12903597,39.88134584,52.64665535,54.78207681,53.22225826,51.73646095,51.90469708,50.23679423,50.01834488,50.20227014,51.05147763,53.69114894,63.0868247,66.03325866,58.35033816,52.46300839,46.30505242,42.69056434,35.71352249
04/02/2015,31.71676451,30.54125303,30.16414399,30.72897655,30.75798526,31.75420954,41.31699289,54.38196054,57.94107032,55.57749864,54.60014348,54.17667922,50.08905984,50.16135252,49.50571642,49.68954619,49.62979677,57.57374178,64.06327418,57.45025789,51.08158929,44.66984966,41.12176977,34.34220413
05/02/2015,36.46319179,35.07578977,34.69681734,34.10146817,34.4988085,35.66769309,44.02632467,57.80150198,60.45995597,56.64501128,54.66355508,53.69903321,50.37947795,49.7994582,47.71085393,47.65705398,47.97342254,54.48802475,57.20251783,50.45742285,42.38891405,35.64175563,34.67423176,28.58217521
06/02/2015,27.45909425,26.09161855,24.88041214,24.42285627,26.52784619,28.29826782,37.90268351,50.44354225,52.89213432,50.62996384,47.5719953,45.23976322,41.55377264,39.82846076,39.88262173,42.20171387,44.2669032,51.66579104,58.06662169,52.38080763,45.04519575,39.35546547,38.42322771,33.58177788
07/02/2015,30.29296135,27.76975872,26.337365,25.99684924,25.34192566,24.9880265,25.20540863,26.66758346,31.79293171,32.91802996,31.33119678,28.6925276,26.86631779,21.51688038,16.64170774,14.8376754,16.57822459,25.59885575,29.54953701,24.9964276,20.02232129,15.45023654,15.87255119,8.884286314
08/02/2015,4.928130294,-4.205000605,-4.16190801,-3.694450645,-0.941948844,-2.829437248,-10.63255586,-5.414233649,-8.19848132,-6.191546788,-0.758521344,5.9133116,4.432232009,5.235400499,10.24948372,17.18262788,21.66851476,32.63553964,38.35693947,37.33501671,29.68289379,24.03261549,27.19054621,23.34848605
09/02/2015,15.11172404,12.21811664,10.15060125,9.983810721,11.81091799,17.0572152,32.12149672,43.23449956,44.21723894,40.18084218,38.95780686,39.14941155,38.20994971,37.39757231,36.69086435,38.37996169,38.03425839,44.3019958,51.97411637,49.92909254,41.44900438,35.69896672,32.56296316,25.78861485
10/02/2015,24.50684358,23.61125554,22.14297725,22.2466444,23.00627908,24.74278296,32.85064596,45.03073969,48.13219956,47.7768209,47.2252649,48.27929749,46.99559323,46.05133192,45.2243417,44.23409929,45.37206345,49.8131538,56.03345281,54.55073431,46.59171678,41.25683014,37.57437269,32.92822214
11/02/2015,33.47426305,33.05094378,33.4734108,33.79953974,34.84752672,36.45617554,46.35708619,59.41333323,64.56226802,61.85786248,59.66124448,57.76358214,53.47392691,53.07103089,52.11515724,51.32777345,52.2567962,62.81512462,76.75702738,69.58562795,55.96096512,47.23864829,43.63208541,36.23723625
12/02/2015,32.80005973,31.59413065,31.06770384,30.64664856,31.53283183,34.08862757,45.69845584,58.48248666,60.69921268,56.14921649,51.77597084,47.8733826,42.997432,43.11184123,44.11078459,46.91930226,49.61147721,61.79415978,72.05134156,64.61503901,52.41406879,44.61739488,41.64921504,34.73482135
13/02/2015,34.92803647,33.98994565,33.23754719,32.60616084,32.94162332,35.03830909,44.54971053,57.42624002,57.55616714,51.38261759,46.04666109,42.73692037,39.56522804,38.00645077,37.91659407,40.23300358,42.93602756,50.76376892,57.36604233,50.92331117,41.26377582,34.74035905,32.59380339,29.3119523
14/02/2015,26.7239464,25.20853483,23.13541013,22.87396183,23.14010035,23.58918336,22.48039929,26.87473564,28.78292211,29.82488771,29.43894403,30.40541339,31.02423522,29.77390143,29.49252677,31.60364391,33.83495266,41.55075397,49.23871071,45.32056078,35.06778418,29.91632159,30.85783175,28.55804044
15/02/2015,26.57656694,23.09646638,19.99225461,18.43183281,18.73278762,18.59469436,12.84159809,16.70431605,18.9596763,18.86548325,18.07116054,19.95976598,19.29770503,15.7807101,15.55908989,17.98784141,21.16503027,28.21055031,35.99646995,34.53157705,29.13006533,26.32442075,28.67687082,25.08587628
16/02/2015,26.72206899,25.76095197,25.52886479,24.62838932,25.35975403,28.18357536,38.12618557,48.9638307,48.14696771,44.68508948,41.85784589,41.16039561,39.19770952,40.08584319,40.53017473,43.82339132,45.02353343,52.53781526,61.15479028,57.56532172,48.26328265,41.40298585,38.11838069,31.98536645
17/02/2015,29.70453765,29.74479285,30.06089232,31.18027525,31.26751688,32.23697501,40.51065567,52.92517599,53.99396633,51.4755798,47.67130817,46.30384459,43.9568543,43.68358921,44.87066694,47.59047478,48.61156255,57.14360604,68.09574165,60.2521213,50.4722871,42.55526689,37.74431987,32.35254195
18/02/2015,30.4184903,29.25093407,27.9459979,27.31985312,27.96867501,30.15734015,39.63571921,50.42865005,53.38748937,49.83572352,46.2766287,43.72786419,40.64699406,39.87607626,39.44588255,40.60406996,41.7459634,48.33573157,57.57955956,53.52415631,44.09202764,35.9296214,32.21642922,28.13079398
19/02/2015,26.97499149,25.84063178,23.92518299,23.33166992,24.34276877,28.05114168,38.95545538,49.33686099,48.45584712,41.97691279,37.60434153,36.80242246,34.08388719,33.82379986,34.99987914,39.18826621,41.91796719,51.1175606,58.53692779,54.97734068,43.54856597,36.54890936,32.79008511,26.87425673
20/02/2015,24.33023471,22.87873241,21.31224808,20.89530103,21.80067642,24.17266374,31.97383781,40.52806418,39.41971536,33.54410702,30.02013695,28.60617862,27.35305066,26.42896885,29.4303745,34.07184473,36.50926313,43.45380212,50.79840358,45.25160304,35.35022853,29.22082877,27.87501891,24.63629411
21/02/2015,28.15130356,25.37287214,23.4693523,22.50716192,21.53874855,21.90280438,18.46428181,17.43285255,19.55317166,22.72326667,24.19129401,24.60057776,22.13903345,19.71107866,19.89753168,23.55146551,24.56959887,32.46957303,43.47155458,41.07834428,33.77296672,27.39597611,28.63684143,27.08747102
22/02/2015,30.24530037,27.87080553,26.93346689,26.59465331,26.88685487,25.77883954,26.08116478,27.75344015,28.99725987,30.46783948,30.89764308,31.92342702,29.82597375,26.89412873,25.41747886,27.35170146,30.27215265,37.34926648,44.86499654,41.8436426,34.72143808,27.87717313,27.1944792,21.90069781
23/02/2015,23.12956175,20.62219884,19.12881464,18.90537506,18.38180746,22.02815549,32.09561621,38.69184223,38.86640706,35.63961539,34.80994136,37.34338608,38.10346023,39.02785271,39.98004728,42.51315318,42.43920831,49.5675384,57.71398561,54.9381236,43.83900269,37.43458181,33.88128617,28.63468449
24/02/2015,24.94643809,22.31817541,20.24016462,20.34502132,21.18591004,24.01495823,33.26822698,43.10254549,43.32962035,38.28510564,33.97987097,31.13990944,27.65644648,27.62219446,29.95557758,34.28048101,35.52399305,43.55155772,52.96541096,51.47815327,42.24594053,36.52756689,33.67885801,30.20521238
25/02/2015,27.46361415,26.8052754,26.36548047,26.99970639,27.95069391,29.88982052,39.08019604,49.98032528,51.63360835,49.04780615,46.36103254,44.7467276,41.71784951,42.22301667,43.840174,45.52746876,47.9316478,54.70846606,68.7906842,64.12959192,52.22461725,46.03779417,43.21203831,35.58443236
26/02/2015,34.83190544,34.07839412,35.36402545,34.95108716,35.02899343,35.83206252,43.61492545,53.83022423,54.85614304,48.28834298,43.73053941,41.00209531,36.18414354,34.89072302,35.09389979,36.89108482,36.9992432,42.68706945,49.64381562,48.51620693,38.96948274,33.20318235,30.54303046,27.45474901
27/02/2015,23.54562479,22.9808837,22.80680746,22.86140599,23.72635827,28.11552777,38.29655733,48.80741283,49.00778489,45.77243781,43.13494869,41.65858711,40.62864436,38.71395018,37.90663305,40.20648857,42.67907042,50.1026067,58.44250308,55.72683521,46.4506653,38.52434179,36.65473402,30.91346568
28/02/2015,33.03294108,31.55810868,31.59671868,31.45207433,30.93229745,30.48804176,30.8446953,34.09520074,36.92628346,36.97893596,34.05839233,30.70544042,25.73402482,22.56428277,22.42424594,25.62962916,28.00762949,35.28329929,43.78512641,39.73785357,26.97716554,19.66591366,20.39510168,19.76422566
01/03/2015,8.8679785,3.938496435,1.652008886,2.555865836,1.150313657,-1.722700202,-2.078646891,-5.181200933,-7.128783198,-3.891414409,2.226941023,7.763295707,7.218859466,4.441451779,1.275983947,1.347729889,6.620098344,19.78233678,34.1531826,34.8411648,29.04647303,24.19593677,25.97127353,18.88717045
02/03/2015,13.30444679,9.77972853,8.729162857,8.970544041,10.28893638,16.2517612,31.09308422,40.07082472,39.4301048,33.55178625,29.12433263,25.75694821,23.74676845,23.22637289,24.00124128,26.74507868,28.46576831,34.43556309,45.0020977,45.1076135,37.23577638,30.13630373,25.56437493,15.87816046
03/03/2015,14.83184076,13.6120284,13.14979345,13.71388992,15.20505543,19.44595892,29.83320339,37.6635419,37.46579198,29.78200888,23.60140747,20.98263091,17.62948949,20.27956149,24.5591407,29.70399552,32.49122797,40.7637146,49.79836829,49.88429577,39.53592303,33.20655568,31.33353891,23.69877099
04/03/2015,23.04893575,21.37028693,20.2723698,20.31392359,20.914471,23.96974883,33.45306735,41.88615924,42.6128435,35.76183181,30.7737732,28.38900265,23.90154718,23.64540172,25.00551136,28.282767,30.3895184,37.1481176,47.72544727,49.17039833,36.98462048,29.75461624,26.57309582,22.92781261
05/03/2015,22.74291967,21.21421781,20.40154408,21.48327769,22.9852904,25.91866516,35.15009334,43.03544306,45.34894727,40.63418842,37.37934431,35.77686362,32.00787571,31.78190563,33.09582377,36.17623198,39.03897822,46.20211033,62.88780412,63.81622595,46.68438038,40.65917033,39.28877969,34.11809613
06/03/2015,29.41883968,28.61457561,27.89984316,27.36431454,27.15114463,29.08147328,38.22648463,46.10552375,48.06002038,44.63851045,41.71024525,39.17179839,35.76578782,34.25674223,33.16268952,34.97903908,36.73751359,44.18088731,57.55799133,55.65227346,44.55182742,36.29752187,34.17544457,29.11501493
07/03/2015,28.50916571,25.49908087,23.20192797,21.36319235,21.7908319,22.48879141,23.67631758,21.96690272,22.57734889,20.61168944,14.74417201,11.26638895,9.862899439,7.953995804,9.664256226,17.05926432,22.22232722,30.56586468,40.97369469,43.68556333,27.14131727,19.73857722,21.91870426,20.84157016
08/03/2015,19.21097707,14.54203074,13.63716379,13.65024732,13.31153942,13.48727627,10.17189326,11.77329745,5.729499804,0.370293207,-0.957763774,-0.098515751,0.822066534,-2.051058374,2.003056016,12.29152009,19.61338213,30.8277295,46.39038057,49.17867721,38.93162114,33.85717729,34.85625076,29.80110004
09/03/2015,31.23574491,29.90761186,29.3643391,27.54639984,28.08001224,31.21853995,44.89017626,53.19776806,53.93805134,51.0072539,47.15308377,46.65406262,45.63633288,44.12536465,42.07341041,43.02732353,43.85509867,46.54192328,57.22081549,60.2062695,49.07972222,41.0873268,38.41994633,31.24432866
10/03/2015,25.87102631,24.42956312,23.70048312,22.52222097,22.79126126,26.93976862,36.05649044,46.20948997,46.93066904,44.5837988,40.715011,39.6570154,36.6235952,36.02088224,35.51846707,38.17964866,39.35655027,46.26921959,58.53380329,60.49915234,47.25414793,39.78643724,35.6117233,30.36507168
11/03/2015,28.00899933,27.18235472,26.46333243,25.65921457,26.05234148,29.23481798,39.9131387,47.19658473,46.85714318,40.47093532,36.16078831,33.87637382,29.31849106,30.62694919,31.14284013,34.71103398,37.44345559,45.1729466,60.87716778,67.39227739,51.13885925,44.09082283,40.31425383,34.1841114
12/03/2015,31.36307528,30.61512268,30.51467008,31.28613922,31.1876459,33.52902885,43.53793958,51.16120039,52.20339679,45.83796492,41.50406626,39.35773811,36.76826631,35.65646659,34.51273659,35.7026179,36.61683521,41.68091265,53.0896108,59.17197389,45.6658778,37.93116085,34.6104515,29.44178985
13/03/2015,27.62770454,26.96330721,26.14775269,25.94389765,26.79800837,29.74149257,40.26377822,47.53560895,47.67434054,42.88632803,38.65034533,36.97185747,34.24278661,32.59472191,30.7644764,32.12090389,33.206198,38.42652872,48.27360872,53.43726154,42.1036597,35.45567384,34.3355784,30.13268048
14/03/2015,29.15604771,27.44929377,25.86327235,25.79438007,24.88541544,25.41537104,24.83076763,26.23051008,30.00411722,32.78750202,32.34008486,32.51360065,30.84492019,27.73988823,25.50307061,24.0259637,24.45002702,28.75559121,38.76864798,42.38793047,31.68842861,26.25557545,27.52037597,24.45710879
15/03/2015,22.86028382,19.67661985,18.73613201,18.0743969,18.14222897,17.41994183,15.94179868,15.10947198,15.29894051,15.56513839,14.26181633,14.55171768,12.57894862,8.228261293,5.185379128,5.186111818,9.179375915,17.87144326,29.23648036,34.95890414,26.04866516,21.67704731,24.69052358,18.19373542
16/03/2015,20.77213941,18.66145611,18.60395433,19.25861733,20.18864054,23.24373655,35.58067194,44.7642329,43.65680703,39.02983847,33.5223866,30.49835638,27.31749647,26.83096215,27.12455748,30.01754113,32.18476115,38.80645924,48.89354317,52.57985352,41.9765699,35.24866632,30.18002193,24.38275861
17/03/2015,24.75923337,24.40408788,23.71551631,24.49728858,25.00140851,27.26514755,37.55384766,44.50027719,42.62961296,37.24547274,32.50015945,30.88708609,26.61235778,27.66400194,29.96022964,34.25620548,36.39326439,43.29818765,54.86812388,60.04685289,45.19428682,38.30384667,34.88611133,29.65137836
18/03/2015,26.33710266,25.28131103,24.2287129,24.11605697,24.50096027,27.428198,37.02330794,43.63258182,43.66344587,35.68256584,30.92324728,29.52386745,27.87939868,28.85675321,30.90543244,34.66537102,37.67860917,44.74452329,56.38639131,63.74733044,46.59451606,39.43725845,36.99041601,32.49260402
19/03/2015,29.75292982,29.00930937,28.24654893,28.54302926,28.49925949,30.42542995,39.7742934,48.11876327,49.43538268,42.47212368,38.44151894,37.64724622,35.06412412,35.38014666,36.26329039,39.08078855,39.76979492,46.1709354,57.53239453,64.29172826,51.24724244,44.15561314,40.80103324,34.27459505
20/03/2015,30.48062479,28.76969319,27.65695462,26.7618409,27.22374172,30.11621026,41.79116344,46.97797876,45.73979416,38.584893,45.55610123,38.65746151,31.08049151,27.4053028,27.47596089,30.95421349,33.49107603,38.88623604,48.00477249,57.26810999,44.82213715,36.44941291,34.78948387,28.73500391
21/03/2015,29.54943407,27.74455279,26.4486867,27.05793871,24.89568281,24.53654714,26.1171852,22.86727166,24.03481224,27.25450031,29.02684732,31.07143583,31.03633241,30.48862701,23.915141,24.23430808,23.82279371,20.10221993,24.93532038,30.94035199,24.78766079,26.29150595,25.68111721,16.92472635
22/03/2015,19.05370622,12.61806306,12.36436646,11.35942114,12.53284176,12.1796453,4.730516372,3.493728732,4.244858456,8.849136922,14.19574037,20.1245146,20.24823575,19.24783405,19.20717081,19.16579314,21.18473092,30.34915773,44.01656366,52.40445784,43.58698495,37.89172766,37.19498916,29.78618566
23/03/2015,27.58686306,27.36433781,26.75244643,26.63482842,27.48375665,29.41035025,46.77740865,47.48077545,46.21010318,39.33364899,33.30013457,30.33540379,29.43254616,31.23796789,31.6149972,35.43628175,38.45271322,43.66934737,56.81511108,67.89679464,50.63205886,44.14983654,41.54232884,33.14508866
24/03/2015,32.65729608,31.54541465,30.7256236,31.02408613,31.27422798,32.69669338,41.68701006,51.66092442,51.18771996,46.62717408,42.00903185,41.9694399,40.83001255,40.83938795,41.66824978,45.26547378,45.80397244,50.04728,59.07410422,66.24730325,53.41104324,45.84110325,40.21317863,32.84647943
25/03/2015,32.65518226,31.38688561,29.7468512,30.09748839,30.97138403,32.51860151,42.88709314,52.10629459,52.15163863,44.52278419,40.68656115,39.64387225,36.6598808,37.60489326,37.97669792,40.15910976,41.13823429,45.94597071,51.69176261,60.16642885,47.30298962,38.69153018,35.5577039,29.93736514
26/03/2015,27.37162414,27.45957273,26.84307463,28.3568352,30.14164209,32.7414404,41.58706148,53.22631988,53.86993708,50.78559597,48.33125919,48.05627232,44.80652866,43.19183443,41.67127302,43.4875573,44.85152201,49.36288737,53.71322725,62.63074338,49.1932467,40.00607247,35.13353823,27.76160882
27/03/2015,27.14380068,25.30065373,23.26562578,22.66182356,23.66490783,26.25074142,34.12814874,41.60405367,43.39392117,39.5772201,37.04615662,36.1052171,32.55349016,30.21492672,29.01251755,28.82987841,26.72105366,28.4217993,34.80435817,46.41804379,38.40168275,32.88811706,30.68433309,26.78439682
28/03/2015,28.28871974,27.08838477,26.97317328,27.67857935,27.60948013,27.89456428,25.7059299,26.9260137,28.2099579,29.33394274,27.58240608,28.11574627,25.03339184,20.40973846,18.12785981,16.28708829,18.46224899,21.21284683,23.77998856,27.06239728,17.56809212,8.572140519,6.581030139,6.182532271
29/03/2015,7.035953655,-1.284408122,0.497266579,5.172828992,6.423038467,3.06288789,-2.565764025,-6.127722231,-3.006481088,-4.427532898,-4.950431995,-1.66983198,-3.259249442,-6.953469873,-2.977879988,-3.234476937,-2.16883883,5.704201212,12.7353692,22.77579636,19.73085917,17.0873052,17.07547879,9.488051343
30/03/2015,4.826457747,-0.197405507,-1.576666325,1.442071784,3.762742432,11.29054085,28.57985169,37.67338875,38.47322143,29.8502428,23.82478981,20.99394994,18.58869146,17.35371155,18.64612604,19.97586421,19.39136868,26.55439007,32.70990334,39.71758037,36.23985849,31.44282124,26.43540132,18.35051041
31/03/2015,17.19176484,13.64158112,8.858708972,8.316650072,10.40266999,16.77582373,31.21265333,38.57225144,41.75170513,36.06365017,30.4936946,29.04325312,22.49117735,21.03312718,21.04396223,20.74823988,20.49408012,22.51637834,27.00340301,33.98404086,36.81154604,31.05129473,26.95506191,11.97842232
01/04/2015,4.518927336,-2.232398405,-3.955204837,-3.547073355,1.399026973,9.6113731,24.70305888,29.52773528,32.40222433,25.16855096,19.01060779,15.49585839,11.27425747,10.24929007,11.95448558,11.62194124,11.18976604,17.65588325,26.39223912,34.31324044,32.23880857,27.59862749,26.30494886,17.39085707
